text,cluster
"This heat, in the form of infrared radiation, gets absorbed and emitted by these gases in the atmosphere, thus warming the lower atmosphere and the surface.",212
"Gas solubility decreases as the temperature of water increases (except when both pressure exceeds 300 bar and temperature exceeds 393 K, only found near deep geothermal vents) and therefore the rate of uptake from the atmosphere decreases as ocean temperatures rise.",-1
The political landscape is further complicated by a fierce response from companies who operated in reliance on the old regime and are now fighting the EPA's regulatory initiative.. Nearly half the people who say they believe in global warming base that on personal observations of the weather.,-1
"Two years after implementation, 69 percent of residents supported the law, with 77 percent supporting subsidized coverage and 58 percent supporting the individual mandate.",67
The Little Ice Age (LIA) was a period of cooling that occurred after the Medieval Warm Period.,149
This view was recently endorsed by the U.S. National Academy of Sciences in their report "Surface Temperature Reconstructions for the Last 2000 Years" which specifically took note of the inappropriateness of the putative significance estimation procedures used by Cubasch and collaborators in their recent work .. Big jumps?.,-1
"Compared with other low-carbon power sources, wind turbines have one of the lowest global warming potentials per unit of electrical energy generated out of any power source.",-1
"The Paris Agreement's long-term temperature goal is to keep the increase in global average temperature to well below 2 °C above pre-industrial levels; and to pursue efforts to limit the increase to 1.5 °C, recognizing that this would substantially reduce the risks and impacts of climate change.",154
"In it, ""Spatially resolved global reconstructions of annual surface temperature patterns"" were related to ""changes in greenhouse-gas concentrations, solar irradiance, and volcanic aerosols"" leading to the conclusion that ""each of these factors has contributed to the climate variability of the past 400 years, with greenhouse gases emerging as the dominant forcing during the twentieth century.",-1
"The Greenland ice sheet occupies about 82% of the surface of Greenland, and if melted would cause sea levels to rise by 7.2 metres.",174
"Recent decades have witnessed several dramatic collapses of large ice shelves around the coast of Antarctica, especially along the Antarctic Peninsula.",192
"The study puts these additional costs in context: ""The average cost of electricity to U.S. consumers in 2012 was 9. cents per KWH, including the cost of transmission and distribution of electricity.",250
"An ice sheet response time of centuries seems probable, and we cannot rule out large changes on decadal time-scales once wide-scale surface melt is underway.""",-1
"A lodgepole pine tree with a pitch tube A lodgepole pine tree infested by the mountain pine beetle, with visible pitch tubes Invaded pine tree forest on the slopes of Chancellor Peak in Yoho National Park, Canada A pine tree forest north of Breckenridge, CO shows infestation in 2008.",42
A new paper published in Earth System Dynamics finds the earth's water cycle is 31% more sensitive to solar-induced warming than to 'greenhouse' warming.,-1
"My daughter, her husband and their little baby managed to get out of the city ahead of the flood on Sunday, driving 14 hours into Texas with the few belongings they could stuff into their car.",-1
"Compared to the existing MY 2026 standards, the final MY 2032 standards represent a nearly 50% reduction in projected fleet average GHG emissions levels for light-duty vehicles and 44% reductions ...",-1
"Sometime during the 21st century, sea ice may effectively cease to exist during the summer.",175
"Estimates on future contribution to sea level rise from Greenland range from 0.3 to 3 metres (1 to 10 ft), for the year 2100.",174
"The most interesting thing here is that the albedo forcings, in watts/sq meter seem to be fairly large.",-1
Global warming accelerates its release due to release of methane from both existing stores and methanogenesis in rotting biomass.,4
EPA received more than 1.3 million comments and had extensive and productive discussions with many groups of stakeholders to develop effective and workable climate standards that follow the law an...,-1
"The unusual heat was most noteworthy in Europe, which had its warmest April on record, and Australia, which had its second-warmest.",-1
"Decades ago, they correctly predicted how much Earth's temperature would rise due to increasing atmospheric CO2.",-1
"The effects of global warming or climate damage include far-reaching and long-lasting changes to the natural environment, to ecosystems and human societies caused directly or indirectly by human emissions of greenhouse gases.",82
"""Methane release from melting permafrost could trigger dangerous global warming"".",4
"This is second only to global warming cap and trade, which would be $300-400 billion tax increase.",-1
"But among liberal democracies, the competition isn't even close: As of 2008, the U.S. incarceration rate was 756 per 100,000 people, compared to 288 for Latvia, 153 for England and Wales, 96 for France, and 63 for Denmark."".",101
A storm surge of 14 ft (4.2 m) occurred in New York City during Hurricane Sandy in October 2012.,-1
"Human activity — mostly as a by-product of fossil fuel combustion, partly by land use changes — increases the number of tiny particles (aerosols) in the atmosphere.",242
"More information:  https://www.epa.gov/snap, , On April 22, as a part of the Paris Agreement, the United States pledged to reduce national greenhouse gas emissions by 50 to 52 percent below 2005 l...",-1
"""Atmospheric carbon dioxide concentrations over the past 60 million years"".",-1
"David Morrison reports that ""[b]oth of these data sets show clear signatures of heat deposition in the ocean, from the temperature changes in the top 2 km of water and from the expansion of the ocean water due to heating.",-1
They then quote an opinion poll commissioned by councils which found ?57 per cent agree that Britain rarely sees weather events as severe as those of 2009/10 and that it would be inappropriate to spend more money preparing?..,-1
"The number of record high temperature events in the United States has been increasing, while the number of record low temperature events has been decreasing, since 1950.",100
"The original global temperature schematic which appeared in the IPCC First Assessment Report and seemed to show the Medieval Warm Period (MWP) hotter than Present was based on the central England temperature record, and ended in the 1950s.",-1
"Within weeks of the publication of the flawed PNAS article, for example, European Union environmental regulators had cited it as justification for banning the sale of GM corn seeds.",-1
"But since 1999 new evidence has seriously weakened the case that carbon emissions are the main cause of global warming, and by 2007 the evidence was pretty conclusive that carbon played only a minor role and was not the main cause of the recent global warming.",-1
"More importantly, the GMSL curve shows a net acceleration, estimated to be at 0.08mm/yr2.",-1
Harmful algal blooms already cost the country nearly $1 billion each year from the loss of recreational fishing and boating revenue.,-1
"Although the most common measure of global warming is the increase in the near-surface atmospheric temperature, over 90% of the additional energy stored in the climate system over the last 50 years has warmed ocean water.",-1
"Both solar power and wind power are variable renewable energy, meaning that all available output must be taken whenever it is available by moving through transmission lines to where it can be used now.",-1
"The Sierra Club's total assets were $50 million in 2010, according to Politico..",185
"In 1985, ice cores extracted from Greenland revealed temperatures and CO2 levels going back 150,000 years.",-1
"The Petition Project features over 31,000 scientists signing the petition stating ""There is no convincing scientific evidence that human release of carbon dioxide will, in the forseeable future, cause catastrophic heating of the Earth's atmosphere ..."".",-1
His 1861 paper proposed changing concentrations of these gases could have caused "all the mutations of climate which the researches of geologists reveal" and would explain ice age changes.,-1
The report warned that the pollution crisis was exceeding "the envelope on the amount of pollution the Earth can carry" and “threatens the continuing survival of human societies”.,-1
"Many larger sites utilize the biogas for combined heat and power, using the cooling water from the generators to maintain the temperature of the digestion plant at the required 35 ± 3 °C.",-1
"Property owners receive a credit on their electricity bill for the excess electricity they generate.. Something similar happened in 2001 when Bjorn Lomborg published The Skeptical Environmentalist: Measuring the Real State of the World, which also argued that most environmental problems were overestimated and most global conditions were stable or improving.",-1
A March 2014 study found that climate models assuming natural variability which matched subsequent observations of ENSO phasing had produced realistic estimates of 15-year trends.,-1
"Car Emissions, one of the largest contributors to air pollution, will be reduced by more than 80 percent over the next 25 years, according to the Environmental Protection Agency.",-1
"In just 13 years, the number of children with asthma has more than doubled.",-1
"In winter, the climate becomes cooler and the days shorter.",106
A major hurdle to achieve sustainability is the alleviation of poverty.,44
"Future sea level rise could lead to potentially catastrophic difficulties for shore-based communities in the next centuries: for example, millions of people will be affected in cities such as Miami, Rio de Janeiro, Osaka and Shanghai if following the current trajectory of 3 °C (5.4 °F).",-1
"In other words, regions which are dry at present will generally become even drier, while regions that are currently wet will generally become even wetter.",117
Lindzen and Choi find low climate sensitivity,-1
"The extremely powerful hurricane continued to intensify, with maximum sustained winds peaking at 180 mph (285 km/h) near 18:00 UTC on September 5.",314
"When temperature rises, the larvae take a shorter time to mature and, consequently, there is a greater capacity to produce more offspring.",29
Germany has set higher targets for renewable energy usage than any other industrialized nation.,-1
"In 2005, the baseline year, the United States emitted a little more than 6 billion tons of CO2 and another billion tons of other GHGs such as methane and nitrous oxide.",-1
"Hurricane wind speeds, rainfall intensity, and storm surge levels are likely to increase.",113
"Energy from the Sun heats this layer, and the surface below, causing expansion of the air.",203
Bill Gates claims pandemic's 'misery' will 'happen regularly' if climate change is not stopped,-1
"The IPCC says there will be strong warming, with cloud changes making the warming worse.",-1
[citation needed] By 2100 the overall level of the Mediterranean could rise between 3 to 61 cm (1.2 to 24.0 in) as a result of the effects of climate change.,-1
"On the other hand, any doubling of the percentage of carbon dioxide in the air would raise the temperature of the earth's surface by 4°; and if the carbon dioxide were increased fourfold, the temperature would rise by 8°.""",-1
These isotope changes occurred due to the release of carbon from the ocean into the atmosphere that led to a temperature increase of 4-8 °C (7-14 °F) at the surface of the ocean.,-1
An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.,234
"Prolonged periods of warmer temperatures typically cause soil and underbrush to be drier for longer periods, increasing the risk of wildfires.",117
"Another year passed, and the share of the pro-market respondents increased to 64 percent.. Access to capital and credit enable new markets to spring up where none existed before.",-1
"Note:Erikson and Lazarus assume that an additional 830,000 bpd would increase CO2e emissions by110 million metric tons, not 181 million, as in Chip?.",-1
"1945/1946: The PDO changed to a ""cool"" phase, the pattern of this regime shift is similar to the 1970s episode with maximum amplitude in the subarctic and subtropical front but with a greater signature near the Japan while the 1970s shift was stronger near the American west coast.",302
"That is a tall order, since all those states now get 50-96% of their electricity from coal, and all of them depend on coal plus natural gas for nearly all their electric power.",-1
"Also known as geo-sequestration, this method involves injecting carbon dioxide, generally in supercritical form, directly into underground geological formations.",-1
Estimates are that there are 8-12 million illegal immigrants in the US (Brewer's hispano-phobic allies would put the number much higher).,101
"In 2007, McIntyre started auditing the various corrections made to temperature records, in particular those relating to the urban heat island effect.",-1
"Excluding water vapor, about half of landfill gas is methane and most of the rest is carbon dioxide, with small amounts of nitrogen, oxygen, and hydrogen, and variable trace amounts of hydrogen sulfide and siloxanes.",197
"Plants grown in CO 2 -enriched air exhibited rates of net photosynthesis that were approximately 50% greater than those displayed by ambiently-grown plants, regardless of soil nitrate availability.",148
"Globally, ecosystem services are worth an estimated $125 to $145 trillion per year.",-1
"As the twin GRACE satellites circle the globe 15 times a day, they sense minute variations in Earth's gravitational pull.",-1
"He said that it was not a single scandal, but ""a sustained and coordinated campaign"" aimed at undermining the credibility of the science.",233
Congress has recalled $25 million from the nearly $200 million that was allocated last year.,-1
The Millennium Drought starting in 1997 and ending in 2010 was misinterpreted as a long term trend as a consequence of Climate Change.,-1
Pruitt rejects the scientific consensus that human-caused carbon dioxide emissions are a primary contributor to climate change.,-1
"""Sharply increased mass loss from glaciers and ice caps in theCanadian Arctic Archipelago"".",-1
General Electric spends tens of millions lobbying for more taxpayer renewable energy dollars; so do many other companies.,228
"Over time, these rules will prevent more carbon pollution than the entire US economy coughs up in a year..",-1
"Marine extinction intensity during the Phanerozoic % Millions of years ago (H) K–Pg Tr–J P–Tr Cap Late D O–S Sea ice, and the cold conditions it sustains, serves to stabilize methane deposits on and near the shoreline, preventing the clathrate breaking down and outgassing methane into the atmosphere, causing further warming.",-1
"It is about the 1. billion who do not have access to modern forms of energy and live in abject poverty.. As can be seen, over the first 15-period, prior to 1998, there was a strong warming trend (+1.",-1
"Consequently, the total amount of Arctic sea ice in 2008 and 2009 are the lowest on record.",-1
"A study published in 2017 concluded that Greenland's peripheral glaciers and ice caps crossed an irreversible tipping point around 1997, and will continue to melt.",-1
"Compared to 2022, the 2023 data show a 15% decrease in NOX emissions, a 24% decrease in SO2 emissions, a 7% decrease in carbon dioxide (CO2) emissions, and a 17% decrease in mercury emissions..",261
The EPA director under Obama said the Clean Power Initiative would have no effect on man-made CO2 emissions.,-1
"This magma tends to be extremely viscous because of its high silica content, so it often does not attain the surface but cools and solidifies at depth.",-1
"There is a large variance in predictions of Arctic sea ice loss, with models showing near-complete to complete loss in September from 2040 to some time well beyond 2100.",-1
"Many regions have probably already seen increases in warm spells and heat waves, and it is virtually certain that these changes will continue over the 21st century.",121
"Preliminary reporting from the National Oceanic and Atmospheric Administration set a more concrete total at $125 billion, making Harvey the 2nd costliest tropical cyclone on record, behind Hurricane Katrina with 2017 costs of $161 billion (after adjusting for inflation).",312
"Converting to these cleaner sources [of energy] may be somewhat costlier in the short term, but they could ultimately pay for themselves by heading off climate damages and reducing health problems associated with dirty air.",-1
"It said that Continued emission of greenhouse gases will cause further warming and long-lasting changes in all components of the climate system, increasing the likelihood of severe, pervasive and irreversible impacts for people and ecosystems.",82
"Those states now get 50% to 96% of their electricity from coal, and nearly all their electricity from coal and natural gas.",-1
"while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.",-1
"Treasury's upper end estimate works out to $1761 for the average household per year.. Alaska Squeeze: Washington continues to squeeze the oil industry in Alaska, which once provided 10% of the oil consumed by the US.",-1
"High blood pressure is estimated to account for approximately 13% of CVD deaths, while tobacco accounts for 9%, diabetes 6%, lack of exercise 6% and obesity 5%.",-1
"Researchers have for the first time attributed recent floods, droughts and heat waves, to human-induced climate change.",122
These gases are proposed for introduction because they generate a greenhouse effect thousands of times stronger than that of CO 2.,206
"Accumulation of heat-trapping greenhouse gases, mainly being emitted by people burning fossil fuels, is causing global warming.",242
"Heritage analysis shows that lifting needless and duplicative restrictions on energy production will increase employment by an average of 700,000 jobs through 2035.",-1
"Second, as ocean temperatures rise, the warmer water expands.",-1
"The warming trend is the same in rural and urban areas, measured by thermometers and satellites, and by natural thermometers.",-1
"Today, April 10, the US Environmental Protection Agency (EPA), filed a complaint against USA Wholesale, Inc. (“USA Wholesale”), a San Jose corporation which sells engine lubricants, for unlawfully...",268
"Well, it was not quite as bad as Beijing during the winter, but air quality really degraded around the Northwest last night as massive amounts of fireworks were deployed..",-1
The Office of the Inspector General (OIG) of the National Science Foundation closed an investigation on 15 August 2011 that exonerated Michael Mann of Pennsylvania State University of charges of scientific misconduct.,-1
"The wind does not flow directly from the hot to the cold area, but is deflected by the Coriolis effect and flows along the boundary of the two air masses.",168
"In no way, shape, or form are humans warming or cooling the planet.",80
call catastrophic floods per century for the 14th through 19th centuries was 3.,-1
"In fact, if one ignores the unusual El Nino year of 1998, one sees a cooling trend.""",-1
"In a synthesis report published in Science in 2015, 22 leading marine scientists stated that CO 2 from burning fossil fuels is changing the oceans' chemistry more rapidly than at any time since the Great Dying, Earth's most severe known extinction event, emphasizing that the 2 °C maximum temperature increase agreed upon by governments reflects too small a cut in emissions to prevent ""dramatic impacts"" on the world's oceans, with lead author Jean-Pierre Gattuso remarking that ""The ocean has been minimally considered at previous climate negotiations.",134
"However, earlier springs and milder winter weather can prolong growing seasons in many regions, increasing crop yields and revenues.",-1
"The current atmospheric CO2 level is about 390 parts per million by volume, up from a pre-industrial level estimated to be around 270 ppm?maybe less.",-1
"As a result of this change, Micronesia is more likely to be affected by tropical cyclones, while China has a decreased risk of being affected by tropical cyclones.",-1
"In the Midwest, 271 people were killed and 1,500 injured (1,200 in Indiana).",-1
"In a recent Twitter posting, Pielke wrote: ""Propaganda works: I count more than 160 articles at the Center for American Progress trashing me over the years."".",227
"Unlike brown and black bears, polar bears are capable of fasting for up to several months during late summer and early fall, when they cannot hunt for seals because the sea is unfrozen.",-1
In November the Environmental Protection Agency announced a reduction in 2014 biofuel mandates to 15 billion gallons from 18 billion.,-1
Forty percent of the worlds people live on less than $2 per day.,-1
"Around much of Earth, deglaciation during the last 100 years has been accelerating as a result of climate change, partly brought on by anthropogenic changes to greenhouse gases.",-1
"These models are the basis for model predictions of future climate, such as are discussed by the IPCC.",139
"The energy is used to reduce carbon dioxide from the air with electrons from water to make sugars (and other biomass) and a waste product, oxygen, in the process of photosynthesis.",151
"(As a comparison, the Manhattan Island is 33 square miles.)37.",-1
"Nearly 2.5 million energy-efficient new homes and apartments have earned ENERGY STAR certification to date, and about 10% of all US homes built in America earned the ENERGY STAR label last year..",158
"During deglaciation, the melted ice water returns to the oceans, thus sea level in the ocean increases again.",-1
"But less than a third of published climate scientists say they think global warming is man-made; only 0. percent of them think most of the past 50 years modest warming is our fault; and so far, no one seems to have asked them whether they think it is potentially catastrophic.. CEI Response: We never denied that ice melt is occurring at the edges.",-1
Such approaches are meant to predict a phenomenon.,30
"Geothermal power plants can operate 24 hours per day, providing baseload capacity.",237
A new report written by Dr David Whitehouse and published today by the Global Warming Policy Foundation concludes that there has been no statistically significant increase in annual global temperatures since 1997.. Morano: "Climate activists think we need more taxes & regulation to somehow stop bad weather...Mayor Bloomberg said we need to take immediate action to prevent bad weather.,132
"And they found that ""at least three specimens reproduced during exposure to either 90,000 ppm or 200,000 ppm CO 2 ,"" while ""such reproduction was observed only once in an atmospheric treatment."".",148
"For example, childhood disability has been rising in recent years, with the rates highest among American Indian and Alaska Native children and those living in poverty. As the climate changes, some...",-1
Nonprofit hospitals had been exempted from labor law requiring private employers to recognize union representatives as workers' exclusive bargaining agents.,184
Maximum warming occurs over the surface during winter while less surface warming is found in summer when heat is being used to melt sea ice.,-1
"If the Greenland ice sheet were to melt away completely, the world's sea level would rise by more than 7 m (23 ft).",174
"DOCKET 3: Methane Emissions Reduction Program, , EPA received $1.55 billion to reduce methane emissions from the oil and gas sector by providing financial assistance (grants, rebates, contracts, l...",-1
"But in a Sept. 21 article, Scientists Report Severe Retreat of Arctic Ice , he reported that sea ice around Antarctica has seen unusual winter expansions recently, and this week is near a record high..",188
"There were more than 75 million older adults (60 years or older) in the United States in 2019, making up over one-fifth of the population.",-1
"Ruse, Bulgaria hit 36.6 °C (97.9 °F) on the 13th making it the warmest spot in Europe.",-1
"""World on track for 3 °C of warming under current global climate pledges, warns UN"".",154
"If anyone claims to be part of the 97 percent, it means they disagree with the contrarian argument that humans are having a minimal impact on global warming.",-1
"To the contrary, world per-capita food production has increased by about one-third over the last generation, with further substantial increases expected.",-1
"“The oceans, which absorb more than 90% of the extra CO2 pumped into the atmosphere“",134
"It is expected that traffic on the Bosphorus will be 50 percent higher in 2010 than it was in 2005, and so will the opportunities to create catastrophic mischief.. An additional irony of Japan's disaster is that had we not abandoned nuclear power 30 years ago, we might have begun deploying new-generation nuclear designs, such as small modular thorium reactors or light pressurized water reactors that either can't melt down or have passive redundancy features that do not depend on human action to shut down in the event of earthquakes or other disasters.",36
"Solar irradiance has been measured directly by satellites, and indirect measurements are available beginning in the early 1600s.",50
The September minimum ice extent trend for 1979–2011 declined by 12.0% per decade during 32 years.,-1
"Many of the actions taken by humans that contribute to a heated environment stem from the burning of fossil fuel from a variety of sources, such as: electricity, cars, planes, space heating, manufacturing, or the destruction of forests.",242
"Tuvalu was mentioned in the study, and Webb and Kench found that seven islands in one of its nine atolls have spread by more than 3 per cent on average since the 1950s.",-1
"From 1859 onwards, he showed that the effect was due to a very small proportion of the atmosphere, with the main gases having no effect, and was largely due to water vapour, though small percentages of hydrocarbons and carbon dioxide had a significant effect.",-1
"""Hilda Heine elected first female Pacific leader as president of Marshall Islands"".",-1
"According to MarketWatch.com, the percentage of people who work in manufacturing is at a record low of 8.%which compares to ""20% in 1980, 30% in 1960 and a record 39% during World War Two."".",292
"Increased melting of Arctic ice since 2007 enables ships to travel the Northwest Passage for some weeks in summertime, avoiding the longer routes via the Suez Canal or the Panama Canal.",115
"The odds are that if global warming didn't do so over the past thousand or more years, it likely won't do so in the future.. As Lee describes it, ""relative sea level has risen over the second half of the 20th century,"" and ""so have Holderness cliff recession rates, from around 1. m/year in the early 1950s to around 1. m/year by 2000."".",-1
Hydrofluorocarbons are included in the Kyoto Protocol because of their very high Global Warming Potential and are facing calls to be regulated under the Montreal Protocol[dubious – discuss] due to the recognition of halocarbon contributions to climate change.,-1
Freedom of Information (FOI) requests were ignored,-1
"While they observed a nearly 50 percent bleaching of the reefs initially, within a couple years the corals began to quickly recover ?.",17
"“We indicated 23 years ago — in our 1994 Nature article — that climate models had the atmosphere’s sensitivity to CO2 much too high,” Christy said in a statement.",-1
"The lack of vegetation will result in the loss of oxygen in the atmosphere, making animal life impossible.",-1
"Climate change impacts affect the livelihoods of millions of Americans, including fishers, loggers, ranchers, and farmers.",104
Global warming boosts the probability of extreme weather events such as heat waves where the daily maximum temperature exceeds the average maximum temperature by 5 °C (9 °F) for more than five consecutive days.,121
"Aside from the slowing and/or reversing of calcification, organisms may suffer other adverse effects, either indirectly through negative impacts on food resources, or directly as reproductive or physiological effects.",134
"The first adjustment changed how the temperature of the ocean surface is calculated, by replacing satellite data with drifting buoys and temperatures in ships’ water intake.",-1
"As part of his Phd research, Michael E. Mann worked with seismologist Jeffrey Park on developing statistical techniques for find long term oscillations of natural variability in the instrumental temperature record of global surface temperatures over the last 140 years; Mann & Park 1993 showed patterns relating to the El Niño–Southern Oscillation, and Mann & Park 1994 found what was later termed the Atlantic multidecadal oscillation.",-1
"Citizens of Norwich may well have heard about the disastrous floods of that year, when an incredible seven inches of rain fell in one day..",-1
"Climate changes effects are accentuated in mountainous regions, and in the 20th century temperatures in Alpine Switzerland increased by twice the global average.",-1
Permafrost contains almost twice as much carbon as is present in the atmosphere.,5
"In 2012 the National Snow and Ice Data Center reported ice extent in the Bering Sea was much greater than average, reaching the second-highest levels for January in the satellite record.",188
"In their 1992 campaign book, Bill Clinton and Al Gore recommended raising CAFE to 40 mpg by 2000 -- a level whose potential safety consequences add more than a little irony to the book's title, ""Putting People First."".",-1
"Based on orbital models, the cooling trend initiated about 6,000 years ago will continue for another 23,000 years.",-1
"The basalt lava erupted or intruded into carbonate rocks and into sediments that were in the process of forming large coal beds, both of which would have emitted large amounts of carbon dioxide, leading to stronger global warming after the dust and aerosols settled.",-1
"Meanwhile, China, India, Germany, Poland and other countries are building some 1,200 new coal-fired power plants, and numerous gas plants, to spur economic growth, preserve jobs and lift people out of poverty.",-1
"During the last interglacial, sea levels were up to 43 feet higher and Greenland was 8C warmer with a much smaller ice cap ; there is no evidence this interglacial is any different.",-1
"If ECS is as low as the Energy Balance literature suggests, it means that the climate models we have been using for decades run too hot and need to be revised.",140
"Certain scientists, skeptics and otherwise, believe this confidence in the models' ability to predict future climate is not earned.",-1
"Most strikingly, the New York Times reported that three NRDC lobbyists wrote the ""blueprint"" for President Obama's marquee climate policy, the Clean Power Plan..",-1
"The higher new plant standards also blocked off new entrants into the energy business, unnecessarily increasing industry concentration levels and further raising prices.. We were told that Austin is growing by 100 to 150 people per day.",-1
"On 22 April 2016 (Earth Day), 174 countries signed the agreement in New York, and began adopting it within their own legal systems (through ratification, acceptance, approval, or accession).",155
"These fluctuations in atmospheric temperature, sea surface temperature, precipitation or other parameters can be quasi-periodic, often occurring on inter-annual, multi-annual, decadal, multidecadal, century-wide, millennial or longer timescales.",-1
Recent data also shows that the concentration is increasing at a higher rate.,-1
"""U.N. Report: Global Warming Man-Made, Basically Unstoppable"".",-1
"Additionally, the Inflation Reduction Act statute requires that at least $400 million of the program’s funding go to projects that will serve one or more communities dealing with significant pollu...",262
The National Institute of Disaster Management is a policy think-tank and training institution for developing guidelines and training programs for mitigating disasters and managing crisis response.,-1
"Because the complexity of the climate makes accurate prediction difficult, the APS urges an enhanced effort to understand the effects of human activity on the Earth's climate, and to provide the technological options for meeting the climate challenge in the near and longer terms.",-1
"By carrying warm water northeast across the Atlantic, it makes Western and especially Northern Europe warmer than it otherwise would be.",152
"During the Dust Bowl, the jet stream weakened and changed course traveling farther south than normal.",168
"These two processes produce water that is denser and colder (or, more precisely, water that is still liquid at a lower temperature).",152
"Earlier today German Radio reported that an uusually large number of dead whales have washed up on the North German Baltic beaches over the last 2 weeks.. Tesla has now sold more than 85,000 cars in the U.S. With the introduction in late 2017 of the Model 3, which has a tentative base price of $35,000, Tesla will soon reach 200,000 vehicles sold, and the subsidy will then be phased out.. Its all part of Polands ambitious goal to exploit Europes biggest estimated deposits of shale gas.",-1
"Like countless other organ­isms, we move and adapt when the environment changes.",72
The simulations also show more long-lived eastern Australian tropical cyclones although one study showed a decrease in long-lived cyclones off the Western Australian coast..,-1
The Great Barrier Reef is experiencing the most widespread bleaching ever recorded,17
The study documents faster tree growth in recent decades and concludes longer growing seasons and rising atmospheric carbon dioxide levels are stimulating the benefits.A team of European forestry scientists analyzed growth rates of Norway spruce and European beech trees ?.,148
Atmospheric carbon dioxide levels and temperature change since 1940.,201
Some cities show a total precipitation increase of 51%.,-1
It found that the CRU's work had been "carried out with integrity" and had used "fair and satisfactory" methods.,234
"The ensuing government suffered several coups, uprisings, wide-scale drought, and a huge refugee problem.",58
"The email was widely misquoted as a ""trick"" to ""hide the decline"" as though it referred to a decline in measured global temperatures, but this was obviously untrue as when the email was written temperatures were far from declining: 1998 had been the warmest year recorded.",221
Neglecting other forcings and considering the temperature increase to be an equilibrium increase would lead to a sensitivity of about 1.1 °C (2.0 °F).,-1
"And in the case of actual grain yield , the six scientists found a CO 2 -induced stimulation that ranged from 0% for cultivar H45 to 98% for cultivar Gladius, with the other five cultivars sprinkled somewhere in between..",148
"Doubling the concentration of atmospheric CO2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3°C to 1.1°C.",-1
"India currently has 400 million people who lack access to electricity ( PDF ).. During the last ice age, the East Coast got pushed upwards by a huge mass of ice depressing the interior of Canada and raising the surrounding regions.",36
"However the last warming period ended after the usual thirty years or so, and the global temperature is now definitely tracking below the IPCC predictions.. For starters, UN Rio+20 Conference threatens people, prosperity, and nature too.. 9) Are Humans Responsible for the CO2 Rise?.",-1
Twenty-five percent of plant and animal species are threatened with extinction.,73
This is much colder than the conditions that actually exist at the Earth's surface (the global mean surface temperature is about 14 °C).,90
"The first climate prediction computed from a general circulation model that was published by Hansen was in 1988, the same year as his well-known Senate testimony.",-1
"The Environmental Protection Agency projected that Lieberman-Warner could, by 2050, lower GDP by up to 6. percent, increase average gasoline prices by $1.",225
Coral bleaching has devastated 93% of the Great Barrier Reef,17
"Farmer 2014, p. 44: ""Global average temperatures for 2013 have recently been published by the BEST study...2010 and 2005 remain the warmest years since records began in the 19th century.",100
"Again, we should avoid assuming that his presence there has brought about that situation.. VIRGINIA more than 31,000 jobs; 13th in coal production.",-1
"These tax increases are breaches of Obama's campaign promise not to raise taxes on people making less than $250,000 a year, which he earlier broke by signing into law the regressive SCHIP excise tax increase..",-1
Glaciers have been retreating worldwide for at least the last century; the rate of retreat has increased in the past decade.,210
"From 1961 to 1990, a gradual reduction in the amount of sunlight reaching the Earth's surface was observed, a phenomenon popularly known as global dimming, typically attributed to aerosols from biofuel and fossil fuel burning.",-1
"During a ""warm"", or ""positive"", phase, the west Pacific becomes cooler and part of the eastern ocean warms; during a ""cool"" or ""negative"" phase, the opposite pattern occurs.",303
"This effect is much less significant than the total energy change due to the axial tilt, and most of the excess energy is absorbed by the higher proportion of water in the Southern Hemisphere.",-1
"For example, it is used in quantitative scientific modeling, which can generate new hypotheses and predictions to be tested.",30
"In many countries that ratified Kyoto, emissions have actually increased at a faster rate in percentage terms than in the United States, which did not ratify Kyoto.",273
Small amounts of very active substances can cause large effects.,10
"Absorption of infrared light at the vibrational frequencies of atmospheric carbon dioxide traps energy near the surface, warming the surface and the lower atmosphere.",-1
"An Angus Reid poll released in 2010 indicates that global warming skepticism in the United States, Canada, and the United Kingdom has been rising.",-1
“Carbon dioxide hurts nobody’s health.,-1
"For example, limiting global warming to 1.5 °C relative to pre-industrial levels reduces climate change damages more than a 2 °C limit.",154
The authors conclude that "anthropogenic increases in greenhouse gases have led to unprecedented regional warmth.",-1
"This consensus is supported by various studies of scientists' opinions and by position statements of scientific organizations, many of which explicitly agree with the Intergovernmental Panel on Climate Change (IPCC) synthesis reports.",-1
"""Contribution of Antarctica to past and future sea-level rise"".",-1
"Many lines of evidence, including simple accounting, demonstrate beyond a shadow of a doubt that the increase in atmospheric CO2 is due to human fossil fuel burning.",265
"""Climate change could impact the poor much more than previously thought"".",-1
"The Arctic’s carbon bomb might be even more potent than we thought […] methane, a shorter-lived but far harder-hitting gas that could cause faster bursts of warming",4
The IPCC had predicted two and a half times as much..,91
"Tropical and infectious diseases (neglected tropical diseases) Unsafe drinking water, poor sanitation and hygiene Indoor air pollution in developing nations Pollution (e.g.",-1
This epoch experienced important geographic and climatic changes that affected human societies.,-1
"Pythias Brown, who worked at Newark International Airport, said he stole more than $800,000 worth of goods from luggage and security checkpoints.",-1
"Many solar panels are made with cadmium, a highly toxic carcinogen, and when these panels are decommissioned after about 20 years there will be a huge accumulation of ""e-waste."".",-1
